date,ABEV3,ALOS3,ALPA4,ASAI3,AZUL4,AZZA3,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BHIA3,BPAC11,BRAP4,BRAV3,BRFS3,BRKM5,CASH3,CBAV3,CCRO3,CMIG4,CMIN3,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,DIRR3,DXCO3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GMAT3,GOAU4,GOLL4,HAPV3,HYPE3,IGTI11,IRBR3,ISAE4,ITSA4,ITUB4,JBSS3,KLBN11,LREN3,LWSA3,MDIA3,MGLU3,MOVI3,MRFG3,MRVE3,MULT3,NTCO3,PCAR3,PETR3,PETR4,PETZ3,PRIO3,PSSA3,QUAL3,RADL3,RAIL3,RAIZ4,RDOR3,RECV3,RENT3,SANB11,SBSP3,SIMH3,SLCE3,SMTO3,STBP3,SUZB3,TAEE11,TIMS3,TOTS3,UGPA3,USIM5,VALE3,VAMO3,VBBR3,VIVT3,WEGE3,YDUQ3
2023-09-12,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-13,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-14,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-15,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-18,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-19,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-20,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-21,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-22,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-25,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-26,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-27,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-28,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-09-29,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-10-02,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-10-03,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-10-04,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-10-05,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-10-06,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-10-09,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-10-10,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
2023-10-11,0.00966065,0.08033500,-0.00910804,0.00614290,0.00016962,0.01010808,0.01451162,0.05676878,0.01646832,0.01669979,0.02867748,0.00779959,-78.00605932,0.02286931,0.00494073,0.02436868,-0.10532813,-0.05488430,-0.01531174,-0.00177073,0.00909102,0.90959124,0.00886763,-0.00773407,0.02798626,0.00543657,-0.00331198,-0.26643779,0.01743293,-0.23946385,0.06058353,0.05666519,0.03274958,0.24270674,0.04053033,0.01874737,0.01853881,-0.00047578,0.03979164,0.02075009,0.08831779,0.02180050,0.01091806,0.03484706,0.01882702,0.12666239,0.02438458,-0.04829724,0.03654616,0.00828876,-0.00099375,0.02934917,0.03700046,0.02943209,-0.00009375,0.00760882,0.00992419,-0.05452859,0.02361012,-0.09174139,-0.02986649,-0.04577416,0.12877271,0.02817388,-0.05297868,-0.01287116,0.03818877,0.03831684,0.00302207,0.03279231,0.10346349,0.00802119,0.00948030,0.02529582,0.10309900,0.00399483,0.06060879,-0.00037921,0.00915403,0.01682022,0.01024080,0.02870216,0.03214234,0.00784521,2.20989700,0.00691288,0.03127801,0.00379221,0.00647918,0.01095750,0.00330441,0.01446461,0.00118481,0.01871682,0.01013456,0.00433025
