Filtro A,Filtro B,Limiar,Estrategia,Data,Jaccard
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-09-11,0.3846
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-09-18,0.3784
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-09-25,0.3947
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-10-02,0.4167
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-10-09,0.3846
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-10-16,0.3889
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-10-23,0.3333
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-10-30,0.3947
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-11-06,0.3750
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-11-13,0.4419
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-11-20,0.4419
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-11-27,0.4419
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-12-04,0.4419
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-12-11,0.4762
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-12-18,0.4390
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2023-12-26,0.4634
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-01-02,0.4651
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-01-08,0.4651
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-01-15,0.4419
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-01-22,0.4651
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-01-29,0.4286
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-02-05,0.4419
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-02-14,0.4286
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-02-19,0.4286
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-02-26,0.4286
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-03-04,0.3864
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-03-11,0.4545
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-03-18,0.4419
Lucro Liquido Positivo,Naive,2.0%,Equal-Weight,2024-03-25,0.4000
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-03-20,0.3548
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-03-27,0.3684
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-04-03,0.3500
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-04-10,0.4250
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-04-17,0.4146
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-04-24,0.4146
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-05-02,0.3590
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-05-08,0.3590
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-05-15,0.3256
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-05-22,0.3077
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-05-29,0.3077
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-06-05,0.3158
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-06-12,0.3158
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-06-19,0.3158
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-06-26,0.3158
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-07-03,0.3158
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-07-10,0.3158
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-07-17,0.3243
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-07-24,0.2973
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-07-31,0.2973
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-08-07,0.3333
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-08-14,0.3158
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-08-21,0.3421
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-08-28,0.3514
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-09-04,0.3947
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-09-11,0.3846
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-09-18,0.3784
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-09-25,0.3947
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-10-02,0.4167
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-10-09,0.3846
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-10-16,0.3889
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-10-23,0.3333
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-10-30,0.3947
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-11-06,0.3750
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-11-13,0.4419
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-11-20,0.4419
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-11-27,0.4419
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-12-04,0.4419
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-12-11,0.4762
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-12-18,0.4390
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2023-12-26,0.4634
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-01-02,0.4651
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-01-08,0.4651
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-01-15,0.4419
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-01-22,0.4651
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-01-29,0.4286
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-02-05,0.4419
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-02-14,0.4286
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-02-19,0.4286
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-02-26,0.4286
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-03-04,0.3864
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-03-11,0.4545
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-03-18,0.4419
Lucro Liquido Positivo,Naive,2.0%,Value-Weighted,2024-03-25,0.4000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-03-20,0.4000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-03-27,0.5556
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-04-03,0.7000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-04-10,0.8889
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-04-17,0.8889
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-04-24,0.7778
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-05-02,0.5455
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-05-08,0.5455
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-05-15,0.1538
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-05-22,0.3333
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-05-29,0.2308
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-06-05,0.3636
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-06-12,0.2500
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-06-19,0.2308
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-06-26,0.2143
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-07-03,0.2308
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-07-10,0.3333
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-07-17,0.3077
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-07-24,0.3077
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-07-31,0.2667
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-08-07,0.3846
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-08-14,0.2000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-08-21,0.2143
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-08-28,0.1538
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-09-04,0.1538
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-09-11,0.1429
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-09-18,0.2857
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-09-25,0.2857
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-10-02,0.3846
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-10-09,0.3077
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-10-16,0.4167
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-10-23,0.3571
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-10-30,0.3077
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-11-06,0.3333
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-11-13,0.2353
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-11-20,0.4375
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-11-27,0.3750
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-12-04,0.4000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-12-11,0.3750
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-12-18,0.4000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2023-12-26,0.3750
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-01-02,0.4000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-01-08,0.3750
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-01-15,0.3750
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-01-22,0.3750
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-01-29,0.3750
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-02-05,0.3889
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-02-14,0.4000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-02-19,0.4000
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-02-26,0.3125
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-03-04,0.3529
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-03-11,0.2941
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-03-18,0.2500
Lucro Liquido Positivo,Naive,2.0%,Markowitz,2024-03-25,0.2857
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-03-20,0.6885
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-03-27,0.6849
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-04-03,0.6962
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-04-10,0.6962
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-04-17,0.6962
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-04-24,0.6962
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-05-02,0.7375
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-05-08,0.7375
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-05-15,0.7952
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-05-22,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-05-29,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-06-05,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-06-12,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-06-19,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-06-26,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-07-03,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-07-10,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-07-17,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-07-24,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-07-31,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-08-07,0.8272
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-08-14,0.7561
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-08-21,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-08-28,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-09-04,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-09-11,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-09-18,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-09-25,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-10-02,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-10-09,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-10-16,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-10-23,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-10-30,0.7073
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-11-06,0.6988
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-11-13,0.7176
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-11-20,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-11-27,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-12-04,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-12-11,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-12-18,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2023-12-26,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-01-02,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-01-08,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-01-15,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-01-22,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-01-29,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-02-05,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-02-14,0.7586
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-02-19,0.7586
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-02-26,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-03-04,0.7386
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-03-11,0.7303
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-03-18,0.7727
Lucro Liquido Positivo,Projetado,0.0%,Equal-Weight,2024-03-25,0.7500
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-03-20,0.6885
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-03-27,0.6849
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-04-03,0.6962
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-04-10,0.6962
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-04-17,0.6962
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-04-24,0.6962
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-05-02,0.7375
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-05-08,0.7375
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-05-15,0.7952
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-05-22,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-05-29,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-06-05,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-06-12,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-06-19,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-06-26,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-07-03,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-07-10,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-07-17,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-07-24,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-07-31,0.8148
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-08-07,0.8272
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-08-14,0.7561
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-08-21,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-08-28,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-09-04,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-09-11,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-09-18,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-09-25,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-10-02,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-10-09,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-10-16,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-10-23,0.7317
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-10-30,0.7073
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-11-06,0.6988
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-11-13,0.7176
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-11-20,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-11-27,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-12-04,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-12-11,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-12-18,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2023-12-26,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-01-02,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-01-08,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-01-15,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-01-22,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-01-29,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-02-05,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-02-14,0.7586
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-02-19,0.7586
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-02-26,0.7356
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-03-04,0.7386
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-03-11,0.7303
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-03-18,0.7727
Lucro Liquido Positivo,Projetado,0.0%,Value-Weighted,2024-03-25,0.7500
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-03-20,0.2353
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-03-27,0.2222
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-04-03,0.1818
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-04-10,0.2500
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-04-17,0.3182
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-04-24,0.2857
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-05-02,0.4118
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-05-08,0.4444
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-05-15,0.6316
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-05-22,0.8000
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-05-29,0.8125
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-06-05,0.6667
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-06-12,0.7143
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-06-19,0.6667
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-06-26,0.5625
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-07-03,0.7333
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-07-10,0.6875
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-07-17,0.7143
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-07-24,0.7143
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-07-31,0.6667
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-08-07,0.5625
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-08-14,0.5625
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-08-21,0.6250
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-08-28,0.6250
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-09-04,0.5625
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-09-11,0.6111
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-09-18,0.5556
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-09-25,0.5000
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-10-02,0.5263
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-10-09,0.5556
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-10-16,0.6471
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-10-23,0.6111
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-10-30,0.4737
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-11-06,0.4091
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-11-13,0.4500
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-11-20,0.3913
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-11-27,0.4783
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-12-04,0.4583
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-12-11,0.4348
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-12-18,0.4783
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2023-12-26,0.5000
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-01-02,0.5238
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-01-08,0.5263
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-01-15,0.5238
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-01-22,0.6316
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-01-29,0.6316
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-02-05,0.5500
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-02-14,0.5789
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-02-19,0.5500
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-02-26,0.5500
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-03-04,0.6471
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-03-11,0.6471
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-03-18,0.6316
Lucro Liquido Positivo,Projetado,0.0%,Markowitz,2024-03-25,0.5789
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-03-20,0.6667
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-03-27,0.6866
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-04-03,0.6712
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-04-10,0.6849
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-04-17,0.6849
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-04-24,0.6849
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-05-02,0.7123
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-05-08,0.7123
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-05-15,0.7532
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-05-22,0.7867
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-05-29,0.7733
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-06-05,0.7733
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-06-12,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-06-19,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-06-26,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-07-03,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-07-10,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-07-17,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-07-24,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-07-31,0.7467
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-08-07,0.7733
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-08-14,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-08-21,0.7403
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-08-28,0.7403
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-09-04,0.7403
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-09-11,0.7308
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-09-18,0.7403
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-09-25,0.7308
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-10-02,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-10-09,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-10-16,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-10-23,0.7436
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-10-30,0.7143
Lucro Liquido Positivo,Projetado,0.5%,Equal-Weight,2023-11-06,0.7051
