CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
23.373.000/0001-32;2024-09-30;1;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;024716;ITR;142912;2024-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142912
23.438.929/0001-00;2024-03-31;1;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;025194;ITR;137530;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137530
23.438.929/0001-00;2024-06-30;1;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;025194;ITR;141074;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141074
23.438.929/0001-00;2024-09-30;1;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;025194;ITR;143085;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143085
23.994.857/0001-70;2024-03-31;1;ATOM EDUCAÇÃO E EDITORA S.A.;027677;ITR;139945;2024-07-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139945
23.994.857/0001-70;2024-06-30;1;ATOM EDUCAÇÃO E EDITORA S.A.;027677;ITR;141831;2024-09-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141831
23.994.857/0001-70;2024-09-30;1;ATOM EDUCAÇÃO E EDITORA S.A.;027677;ITR;142824;2024-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142824
24.230.275/0001-80;2024-03-31;1;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;025070;ITR;136930;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136930
24.230.275/0001-80;2024-06-30;1;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;025070;ITR;140653;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140653
24.230.275/0001-80;2024-09-30;1;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;025070;ITR;143176;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143176
24.396.489/0001-20;2024-03-31;1;BRK AMBIENTAL PARTICIPAÇÕES S.A.;024830;ITR;137201;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137201
24.396.489/0001-20;2024-06-30;1;BRK AMBIENTAL PARTICIPAÇÕES S.A.;024830;ITR;140950;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140950
24.396.489/0001-20;2024-09-30;1;BRK AMBIENTAL PARTICIPAÇÕES S.A.;024830;ITR;143186;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143186
24.624.490/0001-65;2024-03-31;1;ARGO TRANSMISSÃO DE ENERGIA S/A;024210;ITR;137159;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137159
24.624.490/0001-65;2024-06-30;1;ARGO TRANSMISSÃO DE ENERGIA S/A;024210;ITR;140798;2024-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140798
24.624.490/0001-65;2024-09-30;1;ARGO TRANSMISSÃO DE ENERGIA S/A;024210;ITR;143260;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143260
24.624.551/0001-94;2024-03-31;1;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;024120;ITR;137164;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137164
24.624.551/0001-94;2024-06-30;1;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;024120;ITR;140792;2024-08-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140792
24.624.551/0001-94;2024-09-30;1;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;024120;ITR;143264;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143264
24.921.465/0001-43;2024-03-31;1;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;026204;ITR;137114;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137114
24.921.465/0001-43;2024-06-30;1;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;026204;ITR;141166;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141166
24.921.465/0001-43;2024-09-30;1;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;026204;ITR;143062;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143062
24.962.466/0001-36;2024-03-31;1;RUMO MALHA NORTE S.A.;015300;ITR;137335;2024-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137335
24.962.466/0001-36;2024-06-30;1;RUMO MALHA NORTE S.A.;015300;ITR;141134;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141134
24.962.466/0001-36;2024-09-30;1;RUMO MALHA NORTE S.A.;015300;ITR;142980;2024-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142980
24.990.777/0001-09;2024-03-31;1;GRUPO MATEUS S.A.;025186;ITR;136768;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136768
24.990.777/0001-09;2024-06-30;1;GRUPO MATEUS S.A.;025186;ITR;140447;2024-08-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140447
24.990.777/0001-09;2024-09-30;1;GRUPO MATEUS S.A.;025186;ITR;142884;2024-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142884
25.249.439/0001-83;2024-03-31;1;HOSPITAL CARE CALEDONIA S.A.;025771;ITR;137728;2024-05-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137728
25.249.439/0001-83;2024-06-30;1;HOSPITAL CARE CALEDONIA S.A.;025771;ITR;141340;2024-08-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141340
25.249.439/0001-83;2024-09-30;1;HOSPITAL CARE CALEDONIA S.A.;025771;ITR;143367;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143367
25.369.840/0001-57;2024-03-31;1;COMERC ENERGIA S.A.;026280;ITR;136786;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136786
25.369.840/0001-57;2024-06-30;1;COMERC ENERGIA S.A.;026280;ITR;140454;2024-08-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140454
25.369.840/0001-57;2024-09-30;1;COMERC ENERGIA S.A.;026280;ITR;142574;2024-11-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142574
26.072.786/0001-46;2024-03-31;1;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;026816;ITR;137437;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137437
26.072.786/0001-46;2024-03-31;2;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;026816;ITR;137608;2024-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137608
26.072.786/0001-46;2024-06-30;1;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;026816;ITR;141044;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141044
26.072.786/0001-46;2024-06-30;2;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;026816;ITR;141264;2024-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141264
26.072.786/0001-46;2024-09-30;1;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;026816;ITR;143244;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143244
26.345.998/0001-50;2024-03-31;1;TC S.A.;026077;ITR;137549;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137549
26.345.998/0001-50;2024-03-31;2;TC S.A.;026077;ITR;137629;2024-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137629
26.345.998/0001-50;2024-06-30;1;TC S.A.;026077;ITR;141184;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141184
26.345.998/0001-50;2024-09-30;1;TC S.A.;026077;ITR;143110;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143110
26.462.693/0001-28;2024-03-31;1;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;025062;ITR;136675;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136675
26.462.693/0001-28;2024-06-30;1;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;025062;ITR;140477;2024-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140477
26.462.693/0001-28;2024-09-30;1;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;025062;ITR;142603;2024-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142603
26.609.050/0001-64;2024-03-31;1;TRAVESSIA SECURITIZADORA S.A.;024082;ITR;137318;2024-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137318
26.609.050/0001-64;2024-06-30;1;TRAVESSIA SECURITIZADORA S.A.;024082;ITR;141014;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141014
26.609.050/0001-64;2024-09-30;1;TRAVESSIA SECURITIZADORA S.A.;024082;ITR;142943;2024-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142943
26.659.061/0001-59;2024-03-31;1;MPM CORPÓREOS S.A.;025445;ITR;136865;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136865
26.659.061/0001-59;2024-06-30;1;MPM CORPÓREOS S.A.;025445;ITR;140599;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140599
26.659.061/0001-59;2024-06-30;2;MPM CORPÓREOS S.A.;025445;ITR;140635;2024-08-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140635
26.659.061/0001-59;2024-09-30;1;MPM CORPÓREOS S.A.;025445;ITR;142702;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142702
26.664.057/0001-89;2024-03-31;1;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;024341;ITR;137532;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137532
26.664.057/0001-89;2024-06-30;1;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;024341;ITR;140957;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140957
26.664.057/0001-89;2024-09-30;1;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;024341;ITR;143355;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143355
26.845.702/0001-60;2024-03-31;1;EQUATORIAL TRANSMISSORA 7 SPE S.A.;024457;ITR;137580;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137580
26.845.702/0001-60;2024-06-30;1;EQUATORIAL TRANSMISSORA 7 SPE S.A.;024457;ITR;141174;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141174
26.845.702/0001-60;2024-06-30;2;EQUATORIAL TRANSMISSORA 7 SPE S.A.;024457;ITR;141502;2024-08-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141502
26.845.702/0001-60;2024-09-30;1;EQUATORIAL TRANSMISSORA 7 SPE S.A.;024457;ITR;143148;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143148
26.982.634/0001-80;2024-03-31;1;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;027197;ITR;137576;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137576
26.982.634/0001-80;2024-06-30;1;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;027197;ITR;141203;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141203
26.982.634/0001-80;2024-09-30;1;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;027197;ITR;143337;2024-11-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143337
27.093.558/0001-15;2024-03-31;1;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;022012;ITR;136699;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136699
27.093.558/0001-15;2024-06-30;1;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;022012;ITR;140944;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140944
27.093.558/0001-15;2024-06-30;2;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;022012;ITR;140946;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140946
27.093.558/0001-15;2024-06-30;3;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;022012;ITR;140949;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140949
27.093.558/0001-15;2024-09-30;1;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;022012;ITR;142622;2024-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142622
27.093.558/0001-15;2024-09-30;2;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;022012;ITR;142625;2024-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142625
27.137.879/0001-74;2024-03-31;1;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;024147;ITR;137134;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137134
27.137.879/0001-74;2024-06-30;1;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;024147;ITR;141179;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141179
27.137.879/0001-74;2024-09-30;1;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;024147;ITR;142836;2024-11-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142836
27.157.474/0001-06;2024-03-31;1;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;025615;ITR;136777;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136777
27.157.474/0001-06;2024-06-30;1;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;025615;ITR;140542;2024-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140542
27.157.474/0001-06;2024-09-30;1;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;025615;ITR;142653;2024-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142653
27.743.642/0001-37;2024-03-31;1;CONSTRUTORA METROCASA S.A.;027340;ITR;137120;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137120
27.743.642/0001-37;2024-06-30;1;CONSTRUTORA METROCASA S.A.;027340;ITR;140473;2024-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140473
27.743.642/0001-37;2024-09-30;1;CONSTRUTORA METROCASA S.A.;027340;ITR;142789;2024-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142789
27.967.244/0001-02;2024-03-31;1;EQUATORIAL TRANSMISSORA 8 SPE S.A.;024481;ITR;137575;2024-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137575
27.967.244/0001-02;2024-06-30;1;EQUATORIAL TRANSMISSORA 8 SPE S.A.;024481;ITR;141169;2024-08-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141169
27.967.244/0001-02;2024-09-30;1;EQUATORIAL TRANSMISSORA 8 SPE S.A.;024481;ITR;143149;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143149
28.019.100/0001-89;2024-03-31;1;VIAPAULISTA S.A.;025607;ITR;137057;2024-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137057
28.019.100/0001-89;2024-06-30;1;VIAPAULISTA S.A.;025607;ITR;140713;2024-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140713
28.019.100/0001-89;2024-06-30;2;VIAPAULISTA S.A.;025607;ITR;141889;2024-09-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141889
28.019.100/0001-89;2024-09-30;1;VIAPAULISTA S.A.;025607;ITR;143107;2024-11-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=143107
28.127.603/0001-78;2024-03-31;1;BANESTES S.A. - BCO EST ESPIRITO SANTO;001155;ITR;137215;2024-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137215
28.127.603/0001-78;2024-06-30;1;BANESTES S.A. - BCO EST ESPIRITO SANTO;001155;ITR;140839;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140839
28.127.603/0001-78;2024-06-30;2;BANESTES S.A. - BCO EST ESPIRITO SANTO;001155;ITR;140840;2024-08-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140840
28.127.603/0001-78;2024-09-30;1;BANESTES S.A. - BCO EST ESPIRITO SANTO;001155;ITR;142911;2024-11-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142911
28.152.650/0001-71;2024-03-31;1;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;015342;ITR;136695;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136695
28.152.650/0001-71;2024-06-30;1;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;015342;ITR;139985;2024-07-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139985
28.152.650/0001-71;2024-09-30;1;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;015342;ITR;142609;2024-11-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142609
28.195.667/0001-06;2024-03-31;1;BCO ABC BRASIL S.A.;020958;ITR;136790;2024-05-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136790
28.195.667/0001-06;2024-06-30;1;BCO ABC BRASIL S.A.;020958;ITR;140655;2024-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140655
28.195.667/0001-06;2024-09-30;1;BCO ABC BRASIL S.A.;020958;ITR;142665;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142665
28.201.130/0001-01;2024-03-31;1;ENERGISA TRANSMISSÃO DE ENERGIA S/A;024589;ITR;136733;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136733
28.201.130/0001-01;2024-03-31;2;ENERGISA TRANSMISSÃO DE ENERGIA S/A;024589;ITR;139387;2024-07-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139387
28.201.130/0001-01;2024-06-30;1;ENERGISA TRANSMISSÃO DE ENERGIA S/A;024589;ITR;140510;2024-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140510
28.201.130/0001-01;2024-06-30;2;ENERGISA TRANSMISSÃO DE ENERGIA S/A;024589;ITR;140530;2024-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140530
28.201.130/0001-01;2024-06-30;3;ENERGISA TRANSMISSÃO DE ENERGIA S/A;024589;ITR;140547;2024-08-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140547
28.201.130/0001-01;2024-09-30;1;ENERGISA TRANSMISSÃO DE ENERGIA S/A;024589;ITR;142731;2024-11-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142731
28.594.234/0001-23;2024-03-31;1;AUREN ENERGIA S.A.;026620;ITR;136624;2024-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136624
28.594.234/0001-23;2024-06-30;1;AUREN ENERGIA S.A.;026620;ITR;140342;2024-08-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=140342
28.594.234/0001-23;2024-09-30;1;AUREN ENERGIA S.A.;026620;ITR;142438;2024-10-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142438
